id,n_images,explicit_mention,matched_terms,options_reference_figure,n_options_ref
MM-751,1,True,image;the following,False,0
MM-752,1,False,,False,0
MM-753,1,True,as seen;figure;radiograph;the following,False,0
MM-754,1,True,radiograph,False,0
MM-755,1,True,depicted;figure;the following,False,0
MM-756,1,True,shown,False,0
MM-757,1,True,figure;radiograph,False,0
MM-758,5,True,figure;illustrated,True,5
MM-759,1,False,,False,0
MM-760,1,True,figure;shown,False,0
MM-761,1,True,figure;radiograph,False,0
MM-762,1,False,,False,0
MM-763,1,False,,False,0
MM-764,1,True,arrow;figure;shown,False,0
MM-765,1,True,figure;shown,False,0
MM-766,2,False,,False,0
MM-767,3,True,figure;radiograph;the following,False,0
MM-768,1,True,figure;radiograph;shown,False,0
MM-769,1,True,image;radiograph;shown,False,0
MM-770,1,True,the following,False,0
MM-771,2,True,depicted;figure,False,0
MM-772,2,True,image,False,0
MM-773,1,True,depicted;figure,False,0
MM-774,2,True,the following,False,0
MM-775,1,True,figure;radiograph;shown;the following,False,0
MM-776,5,True,figure;shown,True,5
MM-777,1,True,figure;shown,False,0
MM-778,1,True,image;the following,False,0
MM-779,1,True,shown;the following,False,0
MM-780,1,True,the following,False,0
MM-781,1,True,figure;scan,False,0
MM-782,1,True,the following,False,0
MM-783,1,False,,False,0
MM-784,1,False,,False,0
MM-785,5,True,figure;radiograph;scan;shown,False,0
MM-786,1,True,figure;shown,False,0
MM-787,1,True,figure,False,0
MM-788,1,True,figure;radiograph;shown;the following,False,0
MM-789,1,True,image;imaging,False,0
MM-790,3,True,figure;imaging;radiograph;scan;shown,False,0
MM-791,1,False,,False,0
MM-792,1,True,figure;radiograph;shown,False,0
MM-793,1,True,arrow;image;shown,False,0
MM-794,1,True,figure;shown,False,0
MM-795,3,False,,False,0
MM-796,1,True,figure;scan,False,0
MM-797,1,False,,False,0
MM-798,1,True,the following,False,0
MM-799,1,False,,False,0
MM-800,1,True,figure;shown,False,0
MM-801,1,True,arrow;image;the following,False,0
MM-802,1,True,figure;shown,False,0
MM-803,1,True,figure;imaging;radiograph;scan;shown,False,0
MM-804,1,False,,False,0
MM-805,2,True,figure;radiograph;shown,False,0
MM-806,2,True,figure;radiograph,False,0
MM-807,6,True,figure;shown;the following,True,5
MM-808,3,True,the following,False,0
MM-809,1,False,,False,0
MM-810,1,True,figure;shown,False,0
MM-811,1,True,figure;shown,False,0
MM-812,1,True,as seen;figure;the following,False,0
MM-813,1,False,,False,0
MM-814,1,True,figure,False,0
MM-815,2,True,figure;slide;the following,False,0
MM-816,1,False,,False,0
MM-817,1,True,figure;radiograph,False,0
MM-818,1,True,radiograph,False,0
MM-819,1,True,figure;shown,False,0
MM-820,1,True,radiograph,False,0
MM-821,1,True,shown,False,0
MM-822,1,True,figure;photograph;shown,False,0
MM-823,1,True,figure;radiograph;shown;the following,False,0
MM-824,1,True,figure;shown,False,0
MM-825,1,True,tracing,False,0
MM-826,1,True,figure;radiograph;shown;the following,False,0
MM-827,1,False,,False,0
MM-828,1,True,figure;radiograph;shown,False,0
MM-829,1,False,,False,0
MM-830,2,True,figure;radiograph;scan,False,0
MM-831,1,True,figure;scan,False,0
MM-832,1,False,,False,0
MM-833,1,True,as seen;figure;radiograph;the following,False,0
MM-834,1,True,figure;radiograph;shown,False,0
MM-835,2,True,depicted;figure,False,0
MM-836,2,True,figure;radiograph;shown,False,0
MM-837,1,True,figure;shown,False,0
MM-838,1,True,shown;the following,False,0
MM-839,4,True,image,False,0
MM-840,1,False,,False,0
MM-841,1,True,figure;shown,False,0
MM-842,2,False,,False,0
MM-843,1,True,imaging,False,0
MM-844,1,True,arrow;figure;shown,False,0
MM-845,1,True,image,False,0
MM-846,1,True,depicted;figure;the following,False,0
MM-847,1,True,figure;radiograph;scan;shown;the following,False,0
MM-848,1,True,figure;shown;the following,False,0
MM-849,1,True,depicted;figure;the following,False,0
MM-850,1,True,shown;the following,False,0
MM-851,1,True,image;shown,False,0
MM-852,1,True,figure;radiograph;the following,False,0
MM-853,1,True,image,False,0
MM-854,2,True,figure;radiograph;shown,False,0
MM-855,1,True,figure;shown,False,0
MM-856,1,True,image;shown,False,0
MM-857,5,True,figure;illustrated,True,5
MM-858,1,False,,False,0
MM-859,1,False,,False,0
MM-860,1,True,figure;shown,False,0
MM-861,1,False,,False,0
MM-862,2,True,image;radiograph,False,0
MM-863,1,True,image;the following,False,0
MM-864,2,True,figure;radiograph;shown,False,0
MM-865,1,False,,False,0
MM-866,1,True,scan;the following,False,0
MM-867,1,True,figure;radiograph;shown,False,0
MM-868,2,False,,False,0
MM-869,1,False,,False,0
MM-870,1,True,figure,False,0
MM-871,1,False,,False,0
MM-872,1,True,image;shown;the following,False,0
MM-873,1,True,figure,False,0
MM-874,2,True,imaging;the following,False,0
MM-875,5,True,figure;illustrated;shown,True,5
MM-876,1,True,figure;shown;the following,False,0
MM-877,1,True,figure,False,0
MM-878,1,True,the following,False,0
MM-879,1,True,the following,False,0
MM-880,1,True,figure;radiograph;shown,False,0
MM-881,1,True,image;shown,False,0
MM-882,1,True,figure,False,0
MM-883,1,True,figure;shown;the following,False,0
MM-884,2,False,,False,0
MM-885,1,False,,False,0
MM-886,1,True,figure;imaging;shown,False,0
MM-887,5,True,figure;the following,True,5
MM-888,1,True,figure;scan,False,0
MM-889,1,False,,False,0
MM-890,5,True,figure,True,5
MM-891,1,True,radiograph;shown,False,0
MM-892,2,True,figure;radiograph;shown;the following,False,0
MM-893,2,True,the following,False,0
MM-894,1,True,figure;shown,False,0
MM-895,1,False,,False,0
MM-896,1,False,,False,0
MM-897,1,True,image,False,0
MM-898,1,True,figure;shown,False,0
MM-899,1,True,arrow;figure;radiograph;the following,False,0
MM-900,1,False,,False,0
MM-901,1,True,figure;radiograph;the following,False,0
MM-902,1,True,imaging;shown,False,0
MM-903,1,True,figure;shown;the following,False,0
MM-904,1,False,,False,0
MM-905,2,True,figure,False,0
MM-906,1,True,figure;shown,False,0
MM-907,2,True,figure;radiograph,False,0
MM-908,1,True,figure;shown;the following,False,0
MM-909,1,True,figure;graph,False,0
MM-910,1,False,,False,0
MM-911,1,True,figure;scan,False,0
MM-912,1,True,figure;image,False,0
MM-913,1,True,the following,False,0
MM-914,2,True,scan,False,0
MM-915,1,False,,False,0
MM-916,1,False,,False,0
MM-917,1,False,,False,0
MM-918,1,True,the following,False,0
MM-919,1,True,figure;the following,False,0
MM-920,1,True,figure;shown,False,0
MM-921,6,True,figure;image;radiograph;shown;the following,True,5
MM-922,1,True,figure,False,0
MM-923,1,False,,False,0
MM-924,1,True,the following,False,0
MM-925,1,True,figure;imaging;radiograph;the following,False,0
MM-926,1,False,,False,0
MM-927,1,True,image;panel;shown,True,3
MM-928,1,True,the following,False,0
MM-929,1,False,,False,0
MM-930,1,False,,False,0
MM-931,1,True,figure;radiograph;shown,False,0
MM-932,1,True,figure;shown,False,0
MM-933,1,False,,False,0
MM-934,3,True,figure;shown,False,0
MM-935,1,True,radiograph,False,0
MM-936,2,True,radiograph,False,0
MM-937,1,True,figure;radiograph;scan;shown,False,0
MM-938,1,False,,False,0
MM-939,1,True,figure;radiograph;shown,False,0
MM-940,1,False,,False,0
MM-941,2,True,arrow;figure;imaging;radiograph;scan,False,0
MM-942,1,True,image;shown;the following,False,0
MM-943,1,True,figure;shown,False,0
MM-944,1,True,the following,False,0
MM-945,1,True,figure;shown,False,0
MM-946,1,True,figure;radiograph;shown,False,0
MM-947,1,True,figure;shown,False,0
MM-948,1,True,depicted;figure,False,0
MM-949,1,True,image;radiograph;shown,False,0
MM-950,1,False,,False,0
MM-951,1,False,,False,0
MM-952,1,False,,False,0
MM-953,1,True,the following,False,0
MM-954,1,False,,False,0
MM-955,1,False,,False,0
MM-956,2,True,figure;radiograph;shown,False,0
MM-957,1,True,figure;radiograph;shown;the following,False,0
MM-958,1,True,the following,False,0
MM-959,1,False,,False,0
MM-960,1,True,figure,False,0
MM-961,1,True,figure;radiograph,False,0
MM-962,3,True,figure;illustrated;radiograph,False,0
MM-963,1,False,,False,0
MM-964,1,False,,False,0
MM-965,1,True,depicted;figure,False,0
MM-966,1,True,image;imaging;radiograph,False,0
MM-967,1,True,depicted;figure;imaging;scan,False,0
MM-968,1,True,figure;imaging,False,0
MM-969,1,False,,False,0
MM-970,1,True,shown,False,0
MM-971,1,True,figure,False,0
MM-972,5,True,figure;radiograph,True,5
MM-973,2,True,image,False,0
MM-974,1,True,figure;shown;the following,False,0
MM-975,1,True,figure;radiograph;shown,False,0
MM-976,1,False,,False,0
MM-977,1,True,the following,False,0
MM-978,1,False,,False,0
MM-979,2,True,figure;radiograph;the following,False,0
MM-980,1,True,figure;imaging,False,0
MM-981,1,True,figure;radiograph,False,0
MM-982,1,True,figure;scan,False,0
MM-983,1,True,figure;shown;the following,False,0
MM-984,1,True,figure;the following,False,0
MM-985,1,True,image,False,0
MM-986,1,True,figure;the following,False,0
MM-987,1,True,figure;radiograph;the following,False,0
MM-988,1,True,figure,False,0
MM-989,2,True,figure;shown;the following,False,0
MM-990,1,True,figure;radiograph,False,0
MM-991,1,True,figure;the following,False,0
MM-992,1,True,figure;scan;shown;the following,False,0
MM-993,1,False,,False,0
MM-994,1,True,figure;the following,False,0
MM-995,3,True,figure,False,0
MM-996,1,True,figure;radiograph,False,0
MM-997,1,True,imaging;shown;the following,False,0
MM-998,1,False,,False,0
MM-999,1,True,image;shown;the following,False,0
MM-1000,1,False,,False,0
MM-1001,5,True,radiograph,False,0
MM-1002,1,True,figure;shown,False,0
MM-1003,1,True,figure;radiograph;the following,False,0
MM-1004,1,False,,False,0
MM-1005,1,False,,False,0
MM-1006,1,True,the following,False,0
MM-1007,2,False,,False,0
MM-1008,1,True,shown,False,0
MM-1009,1,True,the following,False,0
MM-1010,1,True,image;shown,False,0
MM-1011,1,False,,False,0
MM-1012,2,True,figure;imaging;radiograph,False,0
MM-1013,1,False,,False,0
MM-1014,1,True,figure;shown,False,0
MM-1015,1,True,figure;scan;shown,False,0
MM-1016,2,False,,False,0
MM-1017,3,True,figure;radiograph;shown,False,0
MM-1018,1,False,,False,0
MM-1019,1,False,,False,0
MM-1020,1,True,figure;the following,False,0
MM-1021,1,False,,False,0
MM-1022,1,True,imaging;shown,False,0
MM-1023,1,True,graph,False,0
MM-1024,1,True,radiograph,False,0
MM-1025,5,True,figure;the following,True,5
MM-1026,2,True,figure,False,0
MM-1027,1,True,radiograph;shown,False,0
MM-1028,1,True,figure;radiograph,False,0
MM-1029,1,True,figure;radiograph;the following,False,0
MM-1030,1,True,the following,False,0
MM-1031,6,True,depicted;figure;illustrated;panel;shown,True,5
MM-1032,1,False,,False,0
MM-1033,1,True,figure,False,0
MM-1034,1,True,image;the following,False,0
MM-1035,2,True,figure,False,0
MM-1036,1,True,figure;scan;shown,False,0
MM-1037,1,True,figure;imaging;radiograph;scan;shown,False,0
MM-1038,1,False,,False,0
MM-1039,1,True,radiograph,False,0
MM-1040,1,False,,False,0
MM-1041,1,True,figure,False,0
MM-1042,1,True,imaging;shown;the following,False,0
MM-1043,1,False,,False,0
MM-1044,1,True,the following,False,0
MM-1045,2,True,figure;shown,False,0
MM-1046,1,True,figure;shown,False,0
MM-1047,1,False,,False,0
MM-1048,1,True,figure;shown,False,0
MM-1049,1,False,,False,0
MM-1050,2,True,figure;scan,False,0
MM-1051,1,True,figure;radiograph;shown,False,0
MM-1052,1,True,figure;shown;the following,False,0
MM-1053,1,True,figure;imaging;radiograph;the following,False,0
MM-1054,1,False,,False,0
MM-1055,1,False,,False,0
MM-1056,4,True,the following,False,0
MM-1057,1,True,figure;shown,False,0
MM-1058,1,True,image;radiograph;shown,False,0
MM-1059,1,True,imaging;the following,False,0
MM-1060,1,False,,False,0
MM-1061,2,True,figure;imaging;radiograph;shown,False,0
MM-1062,2,True,image;radiograph,False,0
MM-1063,1,True,depicted;image;the following,False,0
MM-1064,1,True,radiograph;scan;the following,False,0
MM-1065,1,True,figure;radiograph;the following,False,0
MM-1066,1,True,radiograph,False,0
MM-1067,1,True,figure;shown,False,0
MM-1068,2,True,image;shown,False,0
MM-1069,3,True,figure;image;imaging;shown,False,0
MM-1070,1,True,figure,False,0
MM-1071,1,True,figure,False,0
MM-1072,1,True,figure;radiograph,False,0
MM-1073,2,True,figure;radiograph;the following,False,0
MM-1074,3,False,,False,0
MM-1075,1,True,the following,False,0
MM-1076,1,True,figure,False,0
MM-1077,1,True,figure;radiograph;shown,False,0
MM-1078,2,True,image;shown;the following,False,0
MM-1079,1,False,,False,0
MM-1080,1,True,figure;shown,False,0
MM-1081,1,True,figure;scan;shown,False,0
MM-1082,1,False,,False,0
MM-1083,5,True,image,False,0
MM-1084,1,True,figure;shown,False,0
MM-1085,1,True,shown,False,0
MM-1086,1,True,figure;radiograph;shown,False,0
MM-1087,1,True,figure;shown;the following,False,0
MM-1088,1,True,figure;shown,False,0
MM-1089,1,True,image;imaging,False,0
MM-1090,1,True,figure;the following,False,0
MM-1091,1,True,figure;shown;the following,False,0
MM-1092,2,True,arrow,False,0
MM-1093,1,True,figure,False,0
MM-1094,1,True,figure;scan;shown,False,0
MM-1095,1,True,figure,False,0
MM-1096,2,True,figure;the following,False,0
MM-1097,6,True,figure;image;radiograph;shown,False,0
MM-1098,1,False,,False,0
MM-1099,5,True,figure;panel;the following,True,5
MM-1100,1,True,figure;shown;the following,False,0
MM-1101,1,True,as seen;figure;the following,False,0
MM-1102,2,False,,False,0
MM-1103,1,True,radiograph,False,0
MM-1104,1,False,,False,0
MM-1105,1,False,,False,0
MM-1106,1,True,figure,False,0
MM-1107,4,True,figure;radiograph,False,0
MM-1108,2,True,figure;shown,False,0
MM-1109,1,False,,False,0
MM-1110,1,False,,False,0
MM-1111,5,True,image;radiograph,False,0
MM-1112,1,True,figure;imaging;radiograph;scan;the following,False,0
MM-1113,1,True,figure;shown;the following,False,0
MM-1114,1,True,figure;shown,False,0
MM-1115,1,True,figure;image;scan,False,0
MM-1116,1,True,figure;shown,False,0
MM-1117,1,True,figure;the following,False,0
MM-1118,1,True,scan,False,0
MM-1119,1,True,shown,False,0
MM-1120,5,True,figure;imaging;radiograph;scan,False,0
MM-1121,1,True,radiograph,False,0
MM-1122,1,True,figure;panel;radiograph;the following,False,0
MM-1123,1,True,figure;radiograph,False,0
MM-1124,4,True,the following,False,0
MM-1125,5,True,scan,False,0
MM-1126,1,True,arrow;figure;shown,False,0
MM-1127,1,True,the following,False,0
MM-1128,1,True,figure;shown,False,0
MM-1129,1,True,figure;shown,False,0
MM-1130,1,True,shown,False,0
MM-1131,5,True,figure;the following,True,5
MM-1132,1,True,figure;shown;the following,False,0
MM-1133,1,True,image;shown,False,0
MM-1134,1,True,figure;shown,False,0
MM-1135,1,True,micrograph;the following,False,0
MM-1136,1,True,figure;radiograph;shown,False,0
MM-1137,3,True,image,False,0
MM-1138,5,True,figure;shown,True,5
MM-1139,1,True,figure;shown,False,0
MM-1140,1,True,image,False,0
MM-1141,1,True,imaging;shown,False,0
MM-1142,5,True,figure;image,True,5
MM-1143,1,True,the following,False,0
MM-1144,3,True,as seen;figure;imaging,False,0
MM-1145,1,True,figure;radiograph,False,0
MM-1146,1,True,figure;the following,False,0
MM-1147,5,True,figure;the following,True,5
MM-1148,2,True,depicted;image;radiograph;shown,False,0
MM-1149,1,True,figure;radiograph;scan,False,0
MM-1150,1,True,figure;the following,False,0
MM-1151,1,True,as seen;figure;radiograph;the following,False,0
MM-1152,3,True,figure;radiograph;the following,False,0
MM-1153,6,True,figure;radiograph;shown;the following,True,5
MM-1154,1,True,figure;radiograph;the following,False,0
MM-1155,1,True,figure;radiograph;shown,False,0
MM-1156,1,True,figure;imaging,False,0
MM-1157,2,True,as seen;figure;image;the following,False,0
MM-1158,1,True,figure;radiograph;scan;shown,False,0
MM-1159,1,True,figure;shown;the following,False,0
MM-1160,1,True,image;shown,False,0
MM-1161,1,True,imaging;radiograph;scan;the following,False,0
MM-1162,1,True,the following,False,0
MM-1163,2,True,figure;radiograph;shown,False,0
MM-1164,1,True,image;imaging;radiograph;shown;the following,False,0
MM-1165,2,True,tracing,False,0
MM-1166,1,True,figure,False,0
MM-1167,1,True,the following,False,0
MM-1168,1,False,,False,0
MM-1169,3,True,image,False,0
MM-1170,1,False,,False,0
MM-1171,1,False,,False,0
MM-1172,1,False,,False,0
MM-1173,2,True,figure;shown,False,0
MM-1174,1,True,arrow,False,0
MM-1175,1,False,,False,0
MM-1176,1,True,figure,False,0
MM-1177,1,False,,False,0
MM-1178,1,True,figure;the following,False,0
MM-1179,1,False,,False,0
MM-1180,1,False,,False,0
MM-1181,2,True,image;shown,False,0
MM-1182,1,True,figure;radiograph,False,0
MM-1183,1,True,figure;shown;the following,False,0
MM-1184,1,True,micrograph;shown;the following,False,0
MM-1185,5,True,figure;radiograph;shown,True,5
MM-1186,1,True,depicted;image;the following,False,0
MM-1187,1,True,shown;the following,False,0
MM-1188,4,True,image;the following,False,0
MM-1189,5,True,depicted;figure,True,5
MM-1190,1,True,figure;shown,False,0
MM-1191,2,True,figure;shown,False,0
MM-1192,1,True,depicted;figure,True,1
MM-1193,1,True,figure;scan;shown,False,0
MM-1194,1,True,photograph,False,0
MM-1195,1,True,figure;the following,False,0
MM-1196,5,True,depicted;figure,True,5
MM-1197,1,True,figure;imaging,False,0
MM-1198,1,True,figure;shown,False,0
MM-1199,1,False,,False,0
MM-1200,2,True,figure;image;radiograph;shown,False,0
MM-1201,1,True,figure;shown;the following,False,0
MM-1202,2,True,image,False,0
MM-1203,5,True,figure;the following,True,5
MM-1204,1,True,radiograph;the following,False,0
MM-1205,1,True,arrow;figure;the following,False,0
MM-1206,1,False,,False,0
MM-1207,1,False,,False,0
MM-1208,1,True,image;shown;the following,False,0
MM-1209,2,False,,False,0
MM-1210,1,True,as seen;figure;radiograph;the following,False,0
MM-1211,1,True,depicted;figure;the following,False,0
MM-1212,1,True,image;radiograph;scan;shown;the following,False,0
MM-1213,1,False,,False,0
MM-1214,1,False,,False,0
MM-1215,1,True,depicted;figure,False,0
MM-1216,1,False,,False,0
MM-1217,1,True,figure;shown,False,0
MM-1218,2,True,depicted;figure;radiograph,False,0
MM-1219,1,False,,False,0
MM-1220,1,False,,False,0
MM-1221,1,False,,False,0
MM-1222,1,True,figure;radiograph,False,0
MM-1223,1,True,the following,False,0
MM-1224,1,False,,False,0
MM-1225,1,True,figure;shown;the following,False,0
MM-1226,1,True,figure,False,0
MM-1227,1,True,radiograph,False,0
MM-1228,1,True,figure;radiograph,False,0
MM-1229,1,True,figure;radiograph,False,0
MM-1230,1,True,figure;the following,False,0
MM-1231,2,True,figure;scan;shown;the following,False,0
MM-1232,1,False,,False,0
MM-1233,1,True,image;shown,False,0
MM-1234,2,True,the following,False,0
MM-1235,4,True,depicted;figure;shown,False,0
MM-1236,2,True,figure;radiograph,False,0
MM-1237,2,True,figure;radiograph;the following,False,0
MM-1238,1,True,shown,False,0
MM-1239,1,False,,False,0
MM-1240,2,False,,False,0
MM-1241,1,True,figure;the following,False,0
MM-1242,1,False,,False,0
MM-1243,3,True,figure;radiograph,False,0
MM-1244,1,True,scan,False,0
MM-1245,2,True,figure;radiograph;shown,False,0
MM-1246,1,True,image;shown,False,0
MM-1247,1,True,shown,False,0
MM-1248,1,True,figure;radiograph;shown,False,0
MM-1249,1,True,figure;the following,False,0
MM-1250,1,True,shown;the following,False,0
MM-1251,1,True,arrow;image;imaging,True,1
MM-1252,1,False,,False,0
MM-1253,3,True,figure,False,0
MM-1254,1,True,image;scan,False,0
MM-1255,3,True,figure,False,0
MM-1256,1,True,the following,False,0
MM-1257,1,True,figure;radiograph;shown;the following,False,0
MM-1258,1,True,the following,False,0
MM-1259,1,False,,False,0
MM-1260,1,True,shown,False,0
MM-1261,1,False,,False,0
MM-1262,1,False,,False,0
MM-1263,2,True,figure;radiograph,False,0
MM-1264,1,True,the following,False,0
MM-1265,1,False,,False,0
MM-1266,2,True,figure;radiograph,False,0
MM-1267,1,True,figure;radiograph;shown,False,0
MM-1268,1,True,figure;imaging;radiograph;shown,False,0
MM-1269,1,True,micrograph;the following,False,0
MM-1270,1,True,figure;imaging;shown,False,0
MM-1271,1,False,,False,0
MM-1272,1,True,the following,False,0
MM-1273,1,True,figure;shown;the following,False,0
MM-1274,5,True,figure;image;radiograph;the following,False,0
MM-1275,1,True,figure;shown;the following,False,0
MM-1276,1,False,,False,0
MM-1277,1,False,,False,0
MM-1278,1,True,figure;shown;the following,False,0
MM-1279,1,True,the following,False,0
MM-1280,1,True,figure,False,0
MM-1281,1,True,figure;shown,False,0
MM-1282,1,True,the following,False,0
MM-1283,1,True,image;shown;the following,False,0
MM-1284,1,False,,False,0
MM-1285,1,True,figure;radiograph;shown;the following,False,0
MM-1286,1,True,scan;the following,False,0
MM-1287,1,True,figure;shown,False,0
MM-1288,1,False,,False,0
MM-1289,1,True,image;shown,False,0
MM-1290,1,True,image;shown;slide,False,0
MM-1291,2,True,figure;image;radiograph;shown,False,0
MM-1292,1,True,figure;shown,False,0
MM-1293,1,True,figure;radiograph;the following,False,0
MM-1294,1,True,radiograph,False,0
MM-1295,1,True,radiograph,False,0
MM-1296,1,True,figure;scan;shown;the following,False,0
MM-1297,1,True,figure;scan,False,0
MM-1298,1,True,figure;panel;shown,False,0
MM-1299,1,True,figure;shown,False,0
MM-1300,1,True,figure;radiograph,False,0
MM-1301,1,True,image,False,0
MM-1302,3,True,figure;radiograph;the following,False,0
MM-1303,4,True,arrow;figure;radiograph;shown,False,0
MM-1304,1,True,illustrated;the following,False,0
MM-1305,2,True,figure;radiograph;shown,False,0
MM-1306,1,True,image,False,0
MM-1307,1,True,figure;the following,False,0
MM-1308,1,True,figure;shown,False,0
MM-1309,1,True,figure,False,0
MM-1310,5,True,figure;radiograph;the following,True,5
MM-1311,2,True,figure;shown,False,0
MM-1312,1,True,the following,False,0
MM-1313,3,True,depicted;figure;imaging;radiograph;scan,False,0
MM-1314,2,True,figure;radiograph,False,0
MM-1315,1,True,figure;the following,False,0
MM-1316,2,True,figure;radiograph;the following,False,0
MM-1317,1,True,figure,False,0
MM-1318,2,True,depicted;figure;image;shown,False,0
MM-1319,1,True,image,False,0
MM-1320,1,True,figure,False,0
MM-1321,1,True,figure;image,False,0
MM-1322,1,True,as seen;figure;radiograph;the following,False,0
MM-1323,1,True,figure;radiograph;shown,False,0
MM-1324,2,True,figure;radiograph;the following,False,0
MM-1325,1,True,depicted;image;radiograph,False,0
MM-1326,1,True,radiograph;shown;the following,False,0
MM-1327,1,True,figure;shown;the following,False,0
MM-1328,3,True,figure;shown,False,0
MM-1329,6,True,figure;radiograph;shown,True,5
MM-1330,1,True,imaging,False,0
MM-1331,1,True,the following,False,0
MM-1332,1,True,figure;shown,False,0
MM-1333,5,True,figure;the following,True,5
MM-1334,1,True,figure,False,0
MM-1335,1,True,depicted;figure;the following,False,0
MM-1336,1,True,image;scan,False,0
MM-1337,1,True,image;shown;the following,False,0
MM-1338,2,True,figure;photograph;shown,False,0
MM-1339,1,False,,False,0
MM-1340,1,False,,False,0
MM-1341,1,True,depicted;image,False,0
MM-1342,1,True,figure;radiograph;shown,False,0
MM-1343,1,True,figure;shown,False,0
MM-1344,1,False,,False,0
MM-1345,1,False,,False,0
MM-1346,1,True,figure,False,0
MM-1347,2,True,image;imaging;shown,False,0
MM-1348,1,True,arrow,False,0
MM-1349,1,True,image;scan;shown,False,0
MM-1350,1,True,image,False,0
MM-1351,1,True,figure;image;radiograph;shown,False,0
MM-1352,6,True,figure;radiograph;shown;the following,True,5
MM-1353,1,True,shown,False,0
MM-1354,2,True,image;shown,False,0
MM-1355,1,False,,False,0
MM-1356,1,True,depicted;figure;the following,False,0
MM-1357,1,True,image,False,0
MM-1358,1,True,the following,False,0
MM-1359,1,False,,False,0
MM-1360,1,True,depicted;figure;the following,False,0
MM-1361,1,True,radiograph,False,0
MM-1362,1,True,figure;shown,False,0
MM-1363,1,True,figure;radiograph,False,0
MM-1364,1,True,figure;shown,False,0
MM-1365,1,False,,False,0
MM-1366,6,True,figure;shown,True,5
MM-1367,1,True,image,False,0
MM-1368,1,False,,False,0
MM-1369,5,True,figure,True,5
MM-1370,1,True,figure;shown,False,0
MM-1371,1,True,arrow;the following,False,0
MM-1372,1,True,graph;shown;the following,False,0
MM-1373,1,True,figure;radiograph,False,0
MM-1374,1,True,figure;radiograph,False,0
MM-1375,1,True,figure;shown,False,0
MM-1376,2,True,figure;radiograph;shown,False,0
MM-1377,1,True,figure,False,0
MM-1378,1,False,,False,0
MM-1379,1,True,figure;radiograph;shown,False,0
MM-1380,1,True,figure;image,False,0
MM-1381,1,False,,False,0
MM-1382,1,True,figure;shown;the following,False,0
MM-1383,2,False,,False,0
MM-1384,1,True,figure;imaging;shown;the following,False,0
MM-1385,1,True,pictured,False,0
MM-1386,1,True,figure;scan;shown,False,0
MM-1387,2,True,depicted;figure;radiograph;the following,False,0
MM-1388,1,False,,False,0
MM-1389,5,True,figure;the following,True,5
MM-1390,1,False,,False,0
MM-1391,1,True,figure;scan;shown,False,0
MM-1392,1,False,,False,0
MM-1393,1,True,image,False,0
MM-1394,5,True,figure;image;radiograph,True,5
MM-1395,1,True,figure;shown;the following,False,0
MM-1396,1,False,,False,0
MM-1397,2,True,figure;photograph;radiograph,False,0
MM-1398,1,True,image;radiograph;shown;the following,False,0
MM-1399,5,True,as seen;figure;radiograph;shown,False,0
MM-1400,1,True,shown;the following,False,0
MM-1401,1,True,figure;shown;the following;tracing,False,0
MM-1402,1,True,figure,False,0
MM-1403,1,True,figure,False,0
MM-1404,1,True,figure;shown,False,0
MM-1405,1,False,,False,0
MM-1406,1,True,scan,False,0
MM-1407,1,True,arrow;shown,False,0
MM-1408,1,True,figure;radiograph;scan;shown,False,0
MM-1409,1,False,,False,0
MM-1410,1,True,radiograph,False,0
MM-1411,1,False,,False,0
MM-1412,2,True,image;the following,False,0
MM-1413,2,True,image;imaging;shown,False,0
MM-1414,2,True,figure;radiograph;the following,False,0
MM-1415,1,True,figure;radiograph;the following,False,0
MM-1416,1,False,,False,0
MM-1417,1,True,image;shown,False,0
MM-1418,1,True,figure;shown,False,0
MM-1419,1,False,,False,0
MM-1420,1,False,,False,0
MM-1421,1,True,shown;the following,False,0
MM-1422,1,True,image;the following,False,0
MM-1423,1,True,figure;shown,False,0
MM-1424,1,True,radiograph,False,0
MM-1425,1,False,,False,0
MM-1426,1,True,the following,False,0
MM-1427,1,False,,False,0
MM-1428,1,True,figure;shown,False,0
MM-1429,1,False,,False,0
MM-1430,1,True,figure;shown,False,0
MM-1431,2,True,figure;image;radiograph;the following,False,0
MM-1432,1,False,,False,0
MM-1433,1,True,figure;radiograph;shown,False,0
MM-1434,1,True,image;the following,False,0
MM-1435,1,True,figure,False,0
MM-1436,1,True,photograph,False,0
MM-1437,1,True,imaging,False,0
MM-1438,1,True,figure;shown,False,0
MM-1439,1,True,figure,False,0
MM-1440,1,True,figure;shown;tracing,False,0
MM-1441,1,False,,False,0
MM-1442,1,True,the following,False,0
MM-1443,1,True,depicted;figure,False,0
MM-1444,1,True,the following,False,0
MM-1445,1,True,figure;image;shown;the following,False,0
MM-1446,1,False,,False,0
MM-1447,1,True,figure;radiograph,False,0
MM-1448,1,True,figure;radiograph;shown,False,0
MM-1449,1,True,figure;shown;the following,False,0
MM-1450,1,True,figure;radiograph,False,0
MM-1451,1,False,,False,0
MM-1452,1,True,shown;the following,False,0
MM-1453,1,True,image;shown;the following,False,0
MM-1454,1,False,,False,0
MM-1455,1,False,,False,0
MM-1456,1,False,,False,0
MM-1457,1,True,figure;the following,False,0
MM-1458,1,True,scan,False,0
MM-1459,5,True,figure;radiograph;the following,True,5
